@RELATION CATEGORY
@ATTRIBUTE class   {NNHEAD,QUOTED,SIG,#BLANK#,TABLE,GRAPHIC,HEADL,ADDRESS,ITEM,PTEXT}
@ATTRIBUTE blockLen   NUMERIC
@ATTRIBUTE nnheadlikelihood   NUMERIC
@ATTRIBUTE quotedlikelihood   NUMERIC
@ATTRIBUTE signatureImportant   {1,0}
@ATTRIBUTE signaturelikelihood   NUMERIC
@ATTRIBUTE graphiclikelihood   NUMERIC
@ATTRIBUTE tablelikelihood   NUMERIC
@ATTRIBUTE addresslikelihood   NUMERIC
@ATTRIBUTE itemlikelihood   NUMERIC
@ATTRIBUTE headerEndinPeriod   {1,0}
@ATTRIBUTE headerCapitalized   NUMERIC
@ATTRIBUTE headerIndented   NUMERIC
@ATTRIBUTE wordsperline   NUMERIC
@ATTRIBUTE blankperline   NUMERIC
@DATA
PTEXT,6,0,0.0,0,0.0,0.0,0.916666666667,0.333333333333,1,0,0.333333333333,1.0,12.5,12.0
PTEXT,6,0,0.0,0,0.0,0.0,0.916666666667,0.333333333333,1,0,0.333333333333,1.0,12.5,12.0
PTEXT,6,0,0.0,0,0.0,0.0,0.916666666667,0.333333333333,1,0,0.333333333333,1.0,12.5,12.0
ADDRESS,6,0,0.0,0,0.0,0.0,0.222222222222,0.166666666667,0,0,1.14285714286,2.0,4.66666666667,4.66666666667
ADDRESS,6,0,0.0,0,0.0,0.0,0.222222222222,0.166666666667,0,0,1.14285714286,2.0,4.66666666667,4.66666666667
ADDRESS,6,0,0.0,0,0.0,0.0,0.222222222222,0.166666666667,0,0,1.14285714286,2.0,4.66666666667,4.66666666667
ADDRESS,6,0,0.0,0,0.0,0.0,0.222222222222,0.166666666667,0,0,1.14285714286,2.0,4.66666666667,4.66666666667
ADDRESS,6,0,0.0,0,0.0,0.0,0.222222222222,0.166666666667,0,0,1.14285714286,2.0,4.66666666667,4.66666666667
ADDRESS,6,0,0.0,0,0.0,0.0,0.222222222222,0.166666666667,0,0,1.14285714286,2.0,4.66666666667,4.66666666667
PTEXT,3,0,0.0,0,0.0,0.0,17.5555555556,0.0,0,0,0.28125,1.0,10.6666666667,10.3333333333
PTEXT,3,0,0.0,0,0.0,0.0,17.5555555556,0.0,0,0,0.28125,1.0,10.6666666667,10.3333333333
PTEXT,3,0,0.0,0,0.0,0.0,17.5555555556,0.0,0,0,0.28125,1.0,10.6666666667,10.3333333333
